date,name,naif_id,x_au,y_au,z_au,vx_au_per_day,vy_au_per_day,vz_au_per_day
2020-02-05,1 MERCURY BARYCENTER,1,0.269832320623161,0.17748662602732843,-0.010249810178134616,-0.020973495418512234,0.024730984657090022,0.003944877690754987
2020-02-06,1 MERCURY BARYCENTER,1,0.24769252587692225,0.20139397921202054,-0.006265244884881727,-0.023285968803178007,0.023036951590755743,0.004018584922121229
2020-02-07,1 MERCURY BARYCENTER,1,0.22330452731743658,0.2234710993983778,-0.0022239976368862158,-0.025463074700812893,0.02107200475133597,0.00405773663674624
2020-02-08,1 MERCURY BARYCENTER,1,0.19682440854534244,0.24345225271262289,0.0018378989337731882,-0.027463371759108953,0.018847846802655794,0.004059487498515284
2020-02-09,1 MERCURY BARYCENTER,1,0.16844953676370966,0.2610875226834162,0.0058819175646996485,-0.029246059549423213,0.016384463943363042,0.004021727852966534
2020-02-10,1 MERCURY BARYCENTER,1,0.1384169075059996,0.27615119103865304,0.00986787304369531,-0.030773035547743077,0.013710222762553575,0.0039432803387004925
2020-02-11,1 MERCURY BARYCENTER,1,0.1069993723306732,0.2884499075038142,0.013754935853256087,-0.03201103770930717,0.010861339433084514,0.0038240530612060936
2020-02-12,1 MERCURY BARYCENTER,1,0.07449977386083007,0.2978299964562587,0.017502767252519383,-0.03293364757472281,0.00788068683455645,0.0036651258713854204
2020-02-13,1 MERCURY BARYCENTER,1,0.04124324723234442,0.3041832602639157,0.021072699719835303,-0.033522916572773544,0.004815999947810372,0.003468752907835092
2020-02-14,1 MERCURY BARYCENTER,1,0.007568171932414838,0.30745074852721116,0.02442887498525756,-0.033770410650559905,0.001717636156422597,0.0032382754088876994
2020-02-15,1 MERCURY BARYCENTER,1,-0.026183571544530847,0.3076241591151945,0.027539252317766078,-0.0336775432905055,-0.0013638784245573396,0.0029779517605225047
2020-02-16,1 MERCURY BARYCENTER,1,-0.05967630569451774,0.3047447886658281,0.030376412958133786,-0.033255169258859754,-0.004380252172218726,0.0026927238503647913
2020-02-17,1 MERCURY BARYCENTER,1,-0.09258951228301758,0.29890021063684885,0.03291811026775274,-0.03252251739009102,-0.0072875324892421765,0.0023879471960559207
2020-02-18,1 MERCURY BARYCENTER,1,-0.12462545614133314,0.29021908031151583,0.03514754458775972,-0.031505626034105956,-0.010047723296400324,0.0020691152491626318
